region,educ.per.cap.ave,School.attendance,health.per.cap.ave,Child.mortality,MPI.of.the.region,need.vs.resources,MPI.pop.2016,Country
MITOOMA,16.3537818095684,0.0899319703170575,3.03998088356604,0.0748457064102473,0.0926232736421821,,170004.54517585,Uganda
MITYANA,11.0808882746615,0.0738222645808599,5.75410922050799,0.0526261475936505,0.0863369073326905,,456089.819332141,Uganda
MOROTO,13.4627693367773,0.277142095814995,20.4066539064447,0.101418874343225,0.40644099620253,,120168.335635804,Uganda
MOYO,13.1878629965125,0.159198648861773,11.2868857118615,0.0313804364351584,0.20132477787483,,156229.239553373,Uganda
MPIGI,12.3028317768324,0.0448385597918339,3.71339439986411,0.0645770645455166,0.0515666037901325,,358288.029601059,Uganda
MUBENDE,7.31177858299972,0.13522055952849,4.63964513662232,0.123699654131514,0.125958788485535,,749231.757675537,Uganda
MUKONO,11.4117750561362,0.09514427632667,2.40448922617935,0.0427344794857382,0.0302946056753694,,1134311.07647607,Uganda
NAKAPIRIPIRIT,8.16891884224318,0.4142525231024,3.55477799396069,0.157394084013134,0.338929386828174,,190331.734946521,Uganda
NAKASEKE,10.928796021342,0.0473093032017964,7.87605211878202,0.132300741557092,0.0540616396296871,,300426.159228534,Uganda
NAKASONGOLA,14.4019936770424,0.0570270384065984,5.47335832586023,0.0961924938405916,0.0623776316172976,,224961.801668435,Uganda
NAMAYINGO,10.9280978937162,0.0507146145432169,3.18552402739909,0.0926054652541679,0.12234197415395,,259932.350357924,Uganda
NAMUTUMBA,11.0942506679189,0.101573913959971,2.37881811975404,0.186630977161766,0.163360044154888,,375374.449674347,Uganda
NAPAK,6.93554072439866,0.699373076814888,4.52813631059747,0.0612322865116264,0.529041424207041,,138997.623181846,Uganda
NEBBI,10.9208735367179,0.15281741912719,4.92709235785965,0.0610800022408677,0.157960798645398,,505345.656705524,Uganda
NGORA,11.4769772517487,0.0679367978541539,4.14010537969446,0.129212653942377,0.145014311089156,,262719.131162595,Uganda
NTOROKO,12.8213215927051,0.10978366175224,6.5711694582496,0.107454524246982,0.126656143699886,,99290.2034389053,Uganda
NTUNGAMO,11.4122342255851,0.0857946013557433,4.18072855966896,0.0575259501745721,0.142557083954934,,471336.762587738,Uganda
NWOYA,7.61201959006794,0.235565973414708,5.25427196108695,0.0389594431651386,0.222354558012084,,132550.237919999,Uganda
OTUKE,11.5608919195288,0.201818189003957,4.18274890775869,0.0451971176209572,0.221051519480647,,244548.792880638,Uganda
OYAM,9.11240202906589,0.221459117629035,2.523373032666,0.0529836531723348,0.161655919877922,,444613.257748264,Uganda
PADER,13.4179327994873,0.192231562683529,6.13139205904632,0.0555206769061376,0.153371643840991,,196034.475842264,Uganda
PALLISA,9.53259438558947,0.0899004740152268,4.32645514975715,0.0373579509058546,0.119385226609781,,574838.44915431,Uganda
RAKAI,12.5196468647489,0.0910122274093407,5.42254135670441,0.0948969829544685,0.161521443824698,,554880.35243103,Uganda
RUBIRIZI,11.2413163327411,0.188716941758258,4.71202286516285,0.114241651074798,0.207627396337575,,130950.932658234,Uganda
RUKUNGIRI,16.55172630896,0.0734423522087219,4.95617738152962,0.0580513301147429,0.0788034670136247,,336255.302265436,Uganda
SERERE,9.46083085771315,0.11349387044637,3.13038763641549,0.0395671117327589,0.110165874989275,,263991.178228162,Uganda
SHEEMA,19.0735632169252,0.0391010189922484,7.6477479070587,0.0612936430678036,0.0574853759425006,,280268.989837561,Uganda
SIRONKO,12.6192756269127,0.0421923957197447,4.26474244202143,0.0765194260136639,0.121601040240088,,445364.206078329,Uganda
SOROTI,11.3210437895701,0.0860034706124668,8.69888768075009,0.0212352399002753,0.0518929521561046,,449220.112836772,Uganda
SSEMBABULE,13.53598805312,0.125809831803785,2.50339529126448,0.0660082661614122,0.113986355061226,,522071.570427952,Uganda
TORORO,11.1203955112674,0.0747225969121129,4.56039195581147,0.0386870469564531,0.103179519407517,,918560.228704039,Uganda
WAKISO,4.37522018442048,0.0395800634325086,1.42619486470103,0.024702494032522,0.00598519358813495,,2123061.29710098,Uganda
YUMBE,6.82435827053035,0.281275108768928,3.08839170841838,0.0385006056766211,0.27073442895997,,355482.619185341,Uganda
ZOMBO,8.42739350583487,0.341705996866426,3.21717850648939,0.20728123121467,0.37314804312758,,230248.729959771,Uganda
