adm1,hh_id,weight,d_cm,d_nutr,d_satt,d_educ,d_elct,d_wtr,d_sani,d_hsg,d_ckfl,d_asst,wealth,urban,mpi,severe,mpi_poor,vulnerable,p20,ext,np20
KAMPALA,10001,5.254725,0,0,0,0,0,0,0,0,1,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10002,1.050945,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10003,3.152835,0,0,0,0,1,0,0,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10004,11.560395,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10005,4.20378,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10006,2.10189,0,0,0,0,0,0,0,1,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10007,3.152835,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10008,5.254725,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10009,1.050945,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10010,11.560395,0,0,0,0,0,0,0,0,1,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10011,4.20378,0,0,0,0,0,0,1,0,1,1,1.050945,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10013,1.050945,0,0,0,0,0,0,1,0,0,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10014,1.050945,0,0,0,0,0,0,0,0,1,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10015,2.10189,0,0,0,0,0,0,0,0,1,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10016,1.050945,0,0,0,1,0,0,1,0,1,0,1.050945,1,0.277777778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,10017,4.20378,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10018,1.050945,0,0,0,0,0,0,1,0,1,1,1.050945,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10019,4.20378,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10020,3.152835,0,0,0,0,0,0,1,0,0,1,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10021,4.20378,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10022,1.050945,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10023,3.152835,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10024,3.152835,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10025,1.050945,0,0,0,0,0,0,0,0,0,0,1.050945,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10026,2.10189,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10027,4.20378,0,0,1,0,0,0,0,0,1,0,1.050945,1,0.222222222,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,10028,1.050945,0,0,0,0,0,0,0,0,1,0,1.050945,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10029,5.254725,0,0,0,0,0,0,1,0,1,0,1.050945,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,10030,5.254725,0,1,0,0,0,0,1,0,1,0,1.050945,1,0.277777778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,20002,0.952324,0,0,0,0,0,0,1,0,0,1,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20003,0.952324,0,1,0,0,0,0,1,0,1,1,0.952324,1,0.333333333,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20004,4.76162,0,0,0,0,1,0,1,0,1,1,0.952324,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20005,1.904648,0,0,0,0,0,0,1,1,1,0,0.952324,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20006,1.904648,0,0,0,0,0,0,0,0,1,0,0.952324,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20007,3.809296,0,0,0,0,0,0,1,0,1,0,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20008,0.952324,0,0,0,0,0,1,1,0,1,0,0.952324,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20009,3.809296,0,1,0,0,1,1,1,0,1,1,0.952324,1,0.444444444,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20010,2.856972,0,0,0,0,0,0,1,0,1,0,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20011,0.952324,0,0,0,1,1,0,1,1,0,1,0.952324,1,0.388888889,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20012,1.904648,0,0,0,0,1,0,1,1,0,1,0.952324,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20013,0.952324,0,0,0,0,1,0,1,1,1,1,0.952324,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20014,1.904648,0,0,0,0,1,0,1,0,1,0,0.952324,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20015,5.713944,0,1,0,0,1,0,0,0,1,0,0.952324,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20016,0.952324,0,0,0,1,0,1,1,1,1,0,0.952324,1,0.388888889,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20017,4.76162,0,0,0,0,0,1,1,0,1,0,0.952324,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20018,1.904648,0,0,0,0,1,0,1,0,1,1,0.952324,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20019,2.856972,0,0,0,0,1,0,1,0,1,1,0.952324,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20020,6.666268,1,0,0,0,0,0,1,0,1,1,0.952324,1,0.333333333,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20021,2.856972,0,0,0,0,0,0,1,0,1,0,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20022,4.76162,0,0,0,0,1,0,1,1,1,1,0.952324,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20023,1.904648,0,0,0,0,0,0,1,0,1,0,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20024,0.952324,0,0,0,0,0,0,1,0,0,0,0.952324,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20025,6.666268,0,0,0,0,0,0,0,0,1,0,0.952324,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20026,2.856972,0,0,0,0,0,0,1,0,0,1,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20027,0.952324,0,0,0,0,1,0,1,1,1,0,0.952324,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
KAMPALA,20028,0.952324,0,0,0,0,0,0,1,0,0,0,0.952324,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,20029,1.904648,0,0,0,0,0,0,1,0,1,0,0.952324,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
KAMPALA,30001,2.737056,0,0,0,0,0,1,1,0,1,0,0.684264,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30003,3.42132,0,0,1,0,0,0,1,1,1,0,0.684264,1,0.333333333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30004,4.789848,0,0,0,0,0,0,0,0,1,0,0.684264,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30006,3.42132,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30007,2.052792,0,0,0,1,0,1,1,0,1,0,0.684264,1,0.333333333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30008,0.684264,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30010,1.368528,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30012,2.737056,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30013,4.105584,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30015,4.789848,0,1,0,0,0,0,0,0,1,0,0.684264,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30016,2.052792,0,0,0,1,0,0,0,0,0,0,0.684264,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30017,2.052792,0,0,0,0,1,0,1,0,1,1,0.684264,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30018,2.052792,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30019,3.42132,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30020,2.052792,0,0,0,0,1,0,1,0,1,1,0.684264,1,0.222222222,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30021,0.684264,0,0,0,1,0,0,1,0,1,0,0.684264,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30022,4.105584,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30023,2.737056,1,0,0,0,1,0,1,1,1,1,0.684264,1,0.444444444,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
KAMPALA,30024,4.789848,0,0,0,0,1,0,1,0,1,0,0.684264,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30025,0.684264,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30026,1.368528,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30027,4.105584,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30028,0.684264,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30029,4.105584,0,0,0,0,0,0,1,0,1,0,0.684264,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,30030,1.368528,0,0,0,0,1,0,1,0,1,0,0.684264,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40001,2.356533,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40002,2.356533,0,0,0,1,1,0,1,1,1,1,0.785511,1,0.444444444,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
KAMPALA,40003,3.927555,0,1,0,0,0,0,1,0,1,0,0.785511,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,40004,4.713066,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40005,3.142044,0,0,0,0,1,0,0,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40006,1.571022,0,0,0,0,0,0,0,0,0,0,0.785511,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40007,2.356533,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40008,3.927555,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40009,3.142044,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40010,0.785511,0,0,0,0,0,0,1,0,0,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40011,0.785511,0,0,0,0,0,0,1,0,0,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40012,2.356533,0,0,0,0,0,0,1,0,1,1,0.785511,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40013,3.142044,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40014,1.571022,0,0,0,0,0,0,1,1,0,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40015,5.498577,0,0,0,0,0,0,1,0,1,1,0.785511,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40017,0.785511,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40018,0.785511,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40019,0.785511,0,0,0,0,0,0,1,0,0,1,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40020,3.927555,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40022,3.142044,0,0,0,0,0,0,1,0,1,1,0.785511,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40023,2.356533,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40024,4.713066,1,0,0,0,0,0,1,0,1,0,0.785511,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,40025,5.498577,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40026,0.785511,0,0,0,0,0,0,1,0,1,0,0.785511,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40027,0.785511,0,0,0,0,0,0,1,0,0,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40028,1.571022,0,0,0,0,0,0,0,0,1,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40029,3.927555,0,0,0,0,0,0,0,0,1,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,40030,3.142044,0,0,0,0,0,0,0,0,1,0,0.785511,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,50001,3.487476,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50002,2.324984,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50003,3.487476,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50004,1.162492,0,0,0,0,0,0,0,0,0,0,1.162492,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50005,3.487476,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50006,2.324984,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50009,5.81246,0,1,0,0,0,0,0,0,1,0,1.162492,1,0.222222222,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,50010,1.162492,0,0,0,0,0,0,1,0,0,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50011,4.649968,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50012,3.487476,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50013,3.487476,0,0,0,0,1,0,1,0,0,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50014,10.462428,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50015,3.487476,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50017,2.324984,0,0,0,0,0,1,1,0,1,0,1.162492,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50018,1.162492,0,0,0,0,0,0,1,0,0,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50019,3.487476,0,0,0,0,0,0,0,0,0,0,1.162492,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50020,5.81246,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50021,6.974952,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50022,1.162492,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50023,2.324984,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50024,3.487476,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50025,2.324984,0,0,0,0,0,0,1,0,1,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50026,5.81246,0,0,1,0,1,0,1,0,1,1,1.162492,1,0.388888889,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
KAMPALA,50027,3.487476,0,0,0,0,0,0,1,1,0,0,1.162492,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50029,5.81246,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,50030,1.162492,0,0,0,0,0,0,0,0,1,0,1.162492,1,0.055555556,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,60001,1.010634,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60002,1.010634,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60003,1.347512,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60004,1.347512,0,0,0,0,0,0,0,0,1,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60005,1.68439,0,0,0,0,0,0,0,0,1,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60006,2.695024,0,0,0,0,0,0,0,0,0,0,0.336878,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60007,1.010634,0,0,0,0,0,0,0,0,0,0,0.336878,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60008,1.347512,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60009,0.336878,0,0,0,0,0,0,1,0,0,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60010,1.347512,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60011,1.010634,0,0,0,0,1,0,0,0,1,1,0.336878,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60012,3.031902,0,0,0,0,0,0,0,0,1,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60013,1.347512,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60014,1.347512,0,0,1,0,0,0,1,0,1,0,0.336878,1,0.277777778,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
KAMPALA,60015,0.673756,0,0,0,0,0,0,1,0,0,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60016,1.010634,0,0,0,0,0,0,0,0,1,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60017,0.673756,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60019,1.010634,0,0,0,0,0,0,1,1,1,0,0.336878,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60020,2.358146,0,0,0,0,0,0,1,0,1,1,0.336878,1,0.166666667,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60021,2.021268,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60022,0.336878,0,0,0,0,0,0,1,0,0,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60023,2.021268,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60024,0.336878,0,0,0,0,0,0,1,0,0,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60025,2.021268,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60027,1.347512,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60028,0.673756,0,0,0,0,0,0,1,0,1,0,0.336878,1,0.111111111,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,60029,1.010634,0,0,1,1,1,1,1,0,1,1,0.336878,1,0.611111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KAMPALA,60030,0.336878,0,0,0,0,0,0,1,0,0,0,0.336878,1,0.055555556,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
KAMPALA,70001,1.043685,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70002,3.131055,0,0,0,0,0,0,1,0,1,1,1.043685,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70003,8.34948,0,0,0,0,0,0,1,1,1,0,1.043685,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70004,2.08737,0,0,0,0,0,1,1,0,1,0,1.043685,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70005,4.17474,0,0,0,0,1,0,1,1,1,0,1.043685,1,0.222222222,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,70006,4.17474,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70007,5.218425,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70008,1.043685,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70009,2.08737,0,0,0,0,0,0,1,0,0,1,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70010,2.08737,1,0,0,0,0,0,1,0,1,0,1.043685,1,0.277777778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KAMPALA,70011,3.131055,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70012,3.131055,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70013,5.218425,0,0,0,0,0,0,1,0,1,1,1.043685,1,0.166666667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KAMPALA,70014,5.218425,0,0,0,0,0,0,1,0,1,0,1.043685,1,0.111111111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
